ID,Metabolite,Metab ID,KEGG Pathway ID,KEGG Pathway Description,Library ID,Adducts,Formula,Retention time,KEGG Compound ID,Mode,KEGG Compound First Category,KEGG Compound Second Category,KEGG Pathway First Category,KEGG Pathway Second Category,HMDB Superclass,HMDB Class,M/Z,RSD,Fragmentation Score,Theoretical Fragmentation Score,Mass Error,CAS ID,HMDB Subclass,leaf_CT1,leaf_CT2,leaf_CT3,leaf_CT4,leaf_CH1,leaf_CH2,leaf_CH3,leaf_CH4,leaf_MT1,leaf_MT2,leaf_MT3,leaf_MT4,leaf_MH1,leaf_MH2,leaf_MH3,leaf_MH4,leaf_ST1,leaf_ST2,leaf_ST3,leaf_ST4,leaf_SH1,leaf_SH2,leaf_SH3,leaf_SH4,Root_CT1,Root_CT2,Root_CT3,Root_CT4,Root_CH1,Root_CH2,Root_CH3,Root_CH4,Root_MT1,Root_MT2,Root_MT3,Root_MT4,Root_MH1,Root_MH2,Root_MH3,Root_MH4,Root_ST1,Root_ST2,Root_ST3,Root_ST4,Root_SH1,Root_SH2,Root_SH3,Root_SH4,QC01,QC02,QC03,QC04,QC05
pos_4392,Arctiol,metab_3736,-,-,HMDB0301955,M+NH4,C16H28O,6.1232,-,pos,-,-,-,-,Lipids and lipid-like molecules,Prenol lipids,254.2476386,0.060630713,0,70.9,-0.856971657,-,Sesquiterpenoids,5.5953,5.4908,5.6398,5.309,5.3441,5.4227,5.551,5.3323,5.6403,5.482,5.4999,5.4386,5.2869,5.4634,5.4112,5.4641,5.3534,5.3543,5.4213,5.522,5.4321,5.3218,5.113,5.4218,5.7927,5.8082,5.6884,5.7204,5.7866,5.8236,5.6862,5.8559,5.601,5.6847,5.6185,5.6329,5.5852,5.5356,5.5026,5.5494,5.6134,5.603,5.7305,5.4513,5.5778,5.5484,5.5046,5.341,5.4949,5.5368,5.4965,5.5309,5.4746
pos_4394,Pheophorbide a,metab_3738,map01110;map00860,Biosynthesis of secondary metabolites;Porphyrin and chlorophyll metabolism,HMDB0256449,M+H,C35H36N4O5,6.1232,C18021,pos,-,-,Metabolism;Metabolism,Global and overview maps;Metabolism of cofactors and vitamins,Not Available,Not Available,593.275329,0.143650123,0,46.1,-0.874040362,15664-29-6,Not Available,5.2491,3.8718,3.9117,6.9667,5.7548,5.2848,5.9159,5.3028,3.9552,4.9393,3.9498,4.5533,5.759,6.0277,6.1161,5.8073,5.3127,4.2036,4.2931,5.5767,6.484,5.8229,5.5757,5.1946,3.9381,3.9936,3.9738,4.0127,3.8882,3.927,3.9319,3.8757,3.9619,3.9774,4.0114,3.9778,3.9459,3.9359,3.9719,3.9368,3.95,3.9436,3.9512,3.9562,3.8875,3.887,3.8989,3.8999,5.4267,5.451,5.5121,5.4764,5.3388
pos_4400,Pulegone,metab_3746,map01110;map00902,Biosynthesis of secondary metabolites;Monoterpenoid biosynthesis,HMDB0035741;HMDB0037006;HMDB0035604,M+NH4,C10H16O,6.1466,C09893,pos,-,-,Metabolism;Metabolism,Global and overview maps;Metabolism of terpenoids and polyketides,Lipids and lipid-like molecules,Prenol lipids,170.1539168,0.067807774,0,50.8,-0.156559219,57129-09-6;89-82-7;22521-57-9,Monoterpenoids,4.5995,4.4545,4.6006,4.1124,4.3358,4.3398,4.4719,4.2175,4.6303,4.3797,4.4979,4.3925,4.1809,4.3783,4.3299,4.2941,4.2465,4.2511,4.2704,4.4059,4.391,4.0292,3.866,4.2244,4.7536,4.741,4.6391,4.7303,4.7789,4.81,4.6529,4.8582,4.6183,4.6511,4.5205,4.6734,4.5359,4.6045,4.5607,4.6426,4.6259,4.6578,4.7986,4.4054,4.5322,4.5655,4.4282,4.281,4.4612,4.4802,4.5176,4.5348,4.4911
pos_4402,Salmeterol,metab_3748,-,-,HMDB0015073,M+H,C25H37NO4,6.1544,C07241,pos,-,-,-,-,Benzenoids,Benzene and substituted derivatives,416.2793158,0.299021035,86.1,0,-0.528018002,89365-50-4,Benzyl alcohols,3.3843,3.3823,3.4223,3.3437,3.4995,3.4871,3.4948,3.4948,3.4657,3.5298,3.4604,3.4401,3.494,3.4503,3.424,3.405,3.4111,3.4395,3.4487,3.3781,3.308,3.391,3.3528,3.4016,3.4486,3.5041,3.4843,3.5232,3.3987,3.4375,3.4425,3.3863,3.4724,3.4879,3.5219,3.4883,3.6107,3.4464,3.6885,3.4474,4.8348,3.4542,4.2946,3.6121,4.9999,3.3975,4.3858,4.3197,3.4611,3.4586,3.7186,3.5425,3.4445
pos_4403,Deoxycholic acid 3-glucuronide,metab_3749,map01100;map00040;map00053;map01240,Metabolic pathways;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Biosynthesis of cofactors,HMDB0002596;LMST05010046,M+K,C30H48O10,6.1544,C03033,pos,-,-,Metabolism;Metabolism;Metabolism;Metabolism,Global and overview maps;Carbohydrate metabolism;Carbohydrate metabolism;Global and overview maps,Lipids and lipid-like molecules,Steroids and steroid derivatives,607.2908106,0.131309861,0,39.1,5.111182905,72504-58-6,Steroidal glycosides,7.7974,6.59,6.6492,6.7076,7.0315,7.0063,7.0004,7.1762,6.3028,6.7363,6.0057,6.2792,6.9201,6.7645,6.8039,6.9611,6.3611,6.5444,6.0471,6.5292,6.7966,6.5747,6.4011,6.8817,4.3092,4.3647,4.3449,4.3838,4.2593,4.2981,4.303,4.2468,4.333,4.3485,4.3825,4.3489,4.317,4.307,4.343,4.3079,4.3211,4.3147,4.3223,4.3273,4.2586,4.258,4.27,4.271,6.4211,6.5492,6.5707,6.5689,6.5342
pos_4404,Heptylamine,metab_3750,-,-,HMDB0253108,M+H,C7H17N,6.1622,-,pos,-,-,-,-,Organic nitrogen compounds,Organonitrogen compounds,116.1435424,0.040469834,0,31.5,1.445119644,-,Amines,6.8612,6.804,6.8186,6.7183,6.6958,6.7684,6.7476,6.6969,6.8682,6.8093,6.8601,6.6369,6.7518,6.6997,6.6457,6.7181,6.7241,6.7294,6.7841,6.6883,6.6693,6.6757,6.6357,6.6806,7.0284,7.0153,6.9711,6.9798,7.0689,7.0341,7.0138,7.0689,6.9741,6.9511,6.9527,6.9456,6.8872,6.9359,6.888,6.9475,6.9334,6.8352,6.8985,6.8946,6.7701,6.7735,6.7797,6.7831,6.7647,6.7868,6.7809,6.7915,6.8129
pos_4407,5-Hydroxyoctadecanoylcarnitine,metab_3753,-,-,HMDB0241522,M+CH3OH+H,C25H49NO5,6.1779,-,pos,-,-,-,-,Lipids and lipid-like molecules,Fatty Acyls,476.3942473,0.108919412,0,43.8,-0.716267532,-,Fatty acid esters,5.0603,5.2042,5.1695,5.1678,5.1433,5.1407,5.12,5.0545,5.2434,5.1856,5.2212,4.813,5.1977,5.1589,4.9718,5.0994,5.1119,5.1326,5.1642,5.1466,5.0718,5.0438,5.0317,5.1242,5.3938,5.3832,5.2769,5.3111,5.5315,5.393,5.3638,5.4849,5.3672,5.3214,5.2884,5.3548,5.2914,5.2667,5.2933,5.2402,5.2608,5.2597,5.225,5.3349,5.0243,5.1297,5.2077,5.1289,5.1118,5.2264,5.1446,5.2066,5.2059
pos_4412,Hexadecenal,metab_3759,-,-,HMDB0060482;HMDB0253123,M+NH4,C16H30O,6.2132,C06123,pos,-,-,-,-,Lipids and lipid-like molecules,Fatty Acyls,256.2632514,0.077709702,0,53.2,-1.006310698,-,Fatty aldehydes,6.3837,6.4006,6.4197,6.2688,6.2752,6.3037,6.307,6.2175,6.4411,6.3638,6.4267,6.221,6.279,6.2748,6.2083,6.2617,6.2457,6.2307,6.3081,6.2654,6.2433,6.1587,6.1592,6.2035,6.4745,6.3536,6.462,6.4995,6.5487,6.5036,6.5814,6.5117,6.4532,6.4009,6.4388,6.4782,6.4356,6.5098,6.4076,6.4748,6.4502,6.4136,6.441,6.4211,6.2848,6.3128,6.3095,6.2482,6.2767,6.3526,6.3535,6.3553,6.3623
pos_4414,"(E)-6,10-Dimethyl-9-methylene-5-undecen-2-one",metab_3761,-,-,HMDB0035862,M+NH4,C14H24O,6.2167,-,pos,-,-,-,-,Organic oxygen compounds,Organooxygen compounds,226.2163971,0.091858303,0,31.1,-0.691016281,64854-44-0,Carbonyl compounds,4.4732,4.5123,4.5884,4.2749,4.392,4.4156,4.4623,4.2827,4.593,4.377,4.5987,4.2164,4.2559,4.4415,4.2464,4.3475,4.2141,4.0789,4.2012,4.4453,4.3854,4.169,4.0557,4.0948,4.7038,4.6529,4.5856,4.6283,4.7797,4.7235,4.6438,4.805,4.4453,4.6813,4.4241,4.5321,4.5684,4.572,4.555,4.6164,4.6511,4.7378,4.6882,4.4752,4.4951,4.6064,4.6501,4.3384,4.4511,4.47,4.5535,4.497,4.4864
pos_4423,"PC(17:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))",metab_3771,-,-,HMDB0286163,M+H-H2O,C45H80NO9P,6.2824,-,pos,-,-,-,-,Not Available,Not Available,792.5608864,0.182738023,0,44.8,8.776232164,-,Not Available,4.2471,5.6465,5.7619,5.4759,6.2233,5.622,5.9163,5.7402,5.8311,5.5371,5.9305,5.5225,5.4376,5.5564,5.5382,5.7782,6.0149,6.3286,6.1832,5.7945,5.7892,6.0715,5.7984,6.0843,4.3114,4.3669,4.3471,4.386,4.2615,4.3003,4.3052,4.249,4.3352,4.3507,4.3847,4.3511,4.3192,4.3092,4.3452,4.3101,4.3233,4.3169,4.3245,4.3295,4.2608,4.2603,4.2722,4.2732,5.577,5.7578,5.6559,5.7814,5.7353
pos_4426,Vitamin D5,metab_3774,-,-,LMST03040002;HMDB0040586,M+H-H2O,C29H48O,6.3031,C18193,pos,-,-,-,-,Lipids and lipid-like molecules,Steroids and steroid derivatives,395.3669651,0.225093212,0,33.1,-0.637293532,71761-06-3,Vitamin D and derivatives,4.1389,4.1369,4.1769,4.0982,4.2541,4.2417,4.2494,4.2494,4.2203,4.2844,4.2149,4.1947,4.2486,4.2049,4.1786,4.1596,4.1657,4.194,4.2033,4.1326,4.0625,4.1455,4.1074,4.1561,4.3462,4.5956,4.8285,4.7713,4.5435,4.697,4.5981,4.9036,5.1359,5.2595,5.1235,5.2744,5.2912,5.0548,5.2809,5.3273,5.5253,5.5314,5.5642,5.4054,5.6198,5.586,5.6193,5.4921,4.3723,4.4322,4.214,4.5002,4.4207
pos_4433,"LysoPA(18:2(9Z,12Z)/0:0)",metab_3782,-,-,HMDB0007856,M+Na,C21H39O7P,6.3751,-,pos,-,-,-,-,Lipids and lipid-like molecules,Glycerophospholipids,457.2321859,0.206617055,0,49.1,-0.863603403,-,Glycerophosphates,5.3639,4.9421,4.3037,4.7063,2.1309,4.4269,4.2707,4.3827,2.0974,3.6046,4.244,4.6896,4.2892,4.8776,4.7712,3.8448,2.0432,2.0713,2.0805,2.0104,4.1657,2.0232,1.9855,2.0337,4.1264,5.0077,5.0661,5.3242,4.8895,5.0997,5.1791,4.4641,5.2491,5.5937,5.5399,5.6717,5.5827,5.6098,5.7647,5.7496,5.7275,5.7875,5.4533,5.8538,5.6361,5.4512,5.5754,5.7401,4.8729,5.057,4.9013,5.0773,5.0271
pos_4436,Metazin,metab_3785,-,-,-,M+H,C15H30N6O6,6.3854,-,pos,-,-,-,-,-,-,391.2296921,0.056708571,72.2,0,-0.684329836,-,-,5.6042,5.609,5.665,5.6441,5.5937,5.6056,5.6047,5.5898,5.6852,5.7039,5.7187,5.5067,5.6487,5.5483,5.5031,5.6285,5.6102,5.6653,5.6371,5.5386,5.5598,5.5613,5.6368,5.5435,5.8582,5.8496,5.8294,5.7756,5.9161,5.8437,5.8774,5.8711,5.7422,5.7797,5.8221,5.8061,5.7497,5.7815,5.754,5.8009,5.7754,5.6922,5.779,5.7936,5.5609,5.6524,5.6092,5.6753,5.6463,5.6879,5.6898,5.6342,5.6696
pos_4439,13Z-Docosenamide,metab_3788,-,-,LMFA08010028,M+H,C22H43NO,6.4002,-,pos,-,-,-,-,-,-,338.3413403,0.0658013,41,0,-1.189027709,-,-,6.1546,6.076,6.0827,6.0893,5.8176,5.5801,5.5917,5.6256,6.0817,6.0391,5.993,5.7819,5.7338,5.626,5.5891,5.5756,5.9212,5.8873,5.84,5.5365,5.4716,5.2328,5.2553,5.1804,5.779,5.6976,5.983,5.9099,5.7382,5.8293,5.7616,5.6407,5.8,5.8058,5.7606,5.5326,5.7414,5.5629,5.7388,5.6953,5.7458,5.6047,5.4504,5.5872,5.5655,5.6437,5.6406,5.7147,5.9015,5.9277,5.8708,5.9369,5.8815
pos_4443,MG(0:0/18:1(11Z)/0:0),metab_3793,-,-,HMDB0011536,M+H,C21H40O4,6.4321,-,pos,-,-,-,-,Lipids and lipid-like molecules,Glycerolipids,357.2996798,0.111683333,0,31,-0.719683864,-,Monoradylglycerols,5.359,5.259,5.1026,5.3037,5.1141,5.2507,5.2417,5.1329,5.2428,5.1675,5.3495,5.1884,5.2191,5.1331,5.1801,5.176,5.1729,5.0988,5.2391,5.0658,5.0772,5.0093,4.9416,5.131,5.4801,5.4721,5.4468,5.4572,5.3987,5.4591,5.4283,5.5337,5.4103,5.4026,5.4268,5.417,5.3373,5.3924,5.363,5.406,5.4319,5.365,5.3297,5.3278,5.3066,5.2079,5.2529,5.2873,5.2231,5.2915,5.2019,5.3207,5.2725
pos_4452,1-Palmitoylphosphatidylcholine,metab_3803,map00564,Glycerophospholipid metabolism,HMDB0010382;HMDB0256091,M+H,C24H50NO7P,6.5588,C04230,pos,Lipids,Phospholipids,Metabolism,Lipid metabolism,Lipids and lipid-like molecules,Glycerophospholipids,496.3393645,0.144281636,0,73.8,-0.810521847,17364-16-8,Glycerophosphocholines,5.394,5.0913,4.953,5.304,6.163,5.6938,5.6992,5.9333,4.4992,4.7987,5.0175,4.9117,5.4458,5.5698,5.8868,5.4488,4.7559,5.1459,4.8136,4.9568,5.9275,5.4471,5.6194,5.0021,4.7815,5.475,5.4975,5.4552,4.8638,5.447,5.4525,4.8253,5.638,5.5266,5.8393,5.5823,5.73,5.8888,5.8215,5.7032,4.93,5.3349,5.0388,5.0982,5.128,5.2865,5.0703,5.0282,5.5067,5.5109,5.5694,5.44,5.411
pos_4454,LysoPC(16:0/0:0),metab_3805,map00564,Glycerophospholipid metabolism,HMDB0010382,M+Na,C24H50NO7P,6.5952,C04230,pos,Lipids,Phospholipids,Metabolism,Lipid metabolism,Lipids and lipid-like molecules,Glycerophospholipids,518.3215012,0.129534279,0,77.6,-0.422089933,17364-16-8,Glycerophosphocholines,5.0576,4.7448,4.1695,5.0277,6.0419,5.7193,5.6471,5.8689,4.4083,4.121,4.71,4.6909,5.2977,5.5495,5.8894,5.3573,4.5341,4.9694,4.611,4.1289,5.8701,5.4009,5.2126,4.735,4.5063,5.2327,5.3432,5.2925,4.2351,5.447,5.3074,4.7879,5.4403,5.3531,5.7487,5.4425,5.6291,5.815,5.7372,5.4951,4.1905,5.3233,4.1474,4.6497,4.9525,4.8061,4.7285,4.964,5.3595,5.3966,5.2801,5.411,5.3038
pos_4456,2-Aminopurine,metab_3807,-,-,HMDB0245025,M+ACN+H,C5H5N5,6.6357,-,pos,-,-,-,-,Organoheterocyclic compounds,Imidazopyrimidines,177.0882388,0.071535052,0,66.3,-0.606719044,-,Purines and purine derivatives,6.2558,6.2222,6.2639,6.1979,6.1434,6.2049,6.1747,6.1416,6.2484,6.2802,6.2744,6.1417,6.1848,6.1022,6.091,6.1753,6.1628,6.1716,6.1908,6.148,6.1067,6.0904,6.1355,6.1099,6.3848,6.3875,6.3606,6.3479,6.4263,6.3829,6.3942,6.4223,6.3595,6.3284,6.3529,6.3297,6.2928,6.3281,6.3009,6.3598,6.3396,6.2743,6.3275,6.31,6.1685,6.2195,6.1896,6.2034,6.1739,6.1985,6.236,6.2495,6.2374
pos_4458,"7a,12a-Dihydroxy-3-oxo-4-cholenoic acid",metab_3809,-,-,HMDB0000447,M+K,C24H36O5,6.6581,C15568,pos,-,-,-,-,Lipids and lipid-like molecules,Steroids and steroid derivatives,443.222181,0.079421417,0,71.7,6.799298208,13587-11-6,"Bile acids, alcohols and derivatives",6.2644,6.1754,6.0836,6.1215,6.0495,6.1388,6.1141,6.0557,6.1947,5.9978,6.2391,6.1153,6.1167,6.0708,6.0447,6.1155,6.0758,6.0823,6.1188,5.9161,6.0464,5.9776,5.835,6.0493,6.4122,6.4266,6.3867,6.3628,6.3128,6.4225,6.3937,6.4547,6.3632,6.3446,6.3757,6.3447,6.3124,6.2925,6.3198,6.3533,6.3173,6.3241,6.2544,6.2785,6.2113,6.103,6.2135,6.1938,6.1828,6.1947,6.1146,6.2054,6.1654
pos_4463,2-Methylaniline,metab_3815,-,-,HMDB0041965,M+H,C7H9N,6.7368,C14403,pos,-,-,-,-,Benzenoids,Benzene and substituted derivatives,108.0810245,0.115943113,48.2,0,2.323862057,95-53-4,Toluenes,5.7374,5.6585,5.7509,5.6119,5.5683,5.6329,5.6418,5.627,5.7344,5.7619,5.7388,5.6495,5.6223,5.5488,5.532,5.5784,5.6212,5.6086,5.6336,5.626,5.5362,5.5294,5.5836,5.5587,5.9121,5.8596,5.8446,5.836,5.9622,5.8861,5.8597,5.9047,5.8345,5.8054,5.7816,5.79,5.7421,5.7836,5.7517,5.8126,5.778,5.7099,5.8171,5.7647,5.6114,5.6998,5.6606,5.6683,5.6421,5.6203,5.7425,5.7136,5.7018
pos_4468,5-Methyl-1H-Benzotriazole,metab_3820,-,-,-,M+H,C7H7N3,6.7737,-,pos,-,-,-,-,-,-,134.0713056,0.124750157,93.5,0,0.24002997,-,-,4.505,4.4822,4.6637,4.4113,4.3946,4.3941,4.4099,4.4429,4.5259,4.6112,4.5466,4.4373,4.3509,4.3951,4.3422,4.4242,4.4057,4.4161,4.4376,4.4556,4.3671,4.3699,4.5226,4.4251,4.6522,4.471,4.5964,4.6907,4.8505,4.7453,4.7389,4.801,4.6691,4.6599,4.6359,4.6423,4.5826,4.652,4.588,4.5475,4.5928,4.5474,4.8084,4.6093,4.4537,4.6128,4.4911,4.4727,4.4859,4.4735,4.5938,4.4725,4.5029
pos_448,L-Asparagine,metab_3833,map01100;map01110;map00460;map01230;map00250;map00970,"Metabolic pathways;Biosynthesis of secondary metabolites;Cyanoamino acid metabolism;Biosynthesis of amino acids;Alanine, aspartate and glutamate metabolism;Aminoacyl-tRNA biosynthesis",HMDB0251512;PW_C000110;HMDB0000168;MJDBOTE0000518,"M+K, 2M+H, M+H",C4H8N2O3,0.5926,C00152,pos,Peptides,Amino acids,Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Genetic Information Processing,Global and overview maps;Global and overview maps;Metabolism of other amino acids;Global and overview maps;Amino acid metabolism;Translation,Organic acids and derivatives,Carboxylic acids and derivatives,133.0607701,0.027043328,94.5,0,0.011862254,70-47-3,"Amino acids, peptides, and analogues",6.1206,3.9211,4.6067,5.4162,4.6682,4.8567,4.844,4.6011,4.4503,4.9929,4.7194,4.5739,4.9038,4.9802,4.942,5.2345,4.4241,5.0575,5.9445,4.9795,7.1877,4.4905,7.1123,4.3132,6.2581,6.6479,6.3591,6.5925,5.9677,6.0528,5.9336,5.8043,6.9693,7.0877,7.074,7.0954,7.1042,7.4471,7.0336,6.6594,6.8869,6.7551,6.8338,6.9566,6.8345,6.9327,6.848,6.8799,6.4273,6.446,6.4247,6.4289,6.45
pos_4487,(S)-Oleuropeic acid,metab_3841,-,-,HMDB0036998,M+H,C10H16O3,7.2111,-,pos,-,-,-,-,Lipids and lipid-like molecules,Prenol lipids,185.1172527,0.140956631,0,34.6,0.173150273,5027-76-9,Monoterpenoids,5.092,5.0493,5.0148,5.0576,4.8976,4.9959,4.9691,4.9504,5.0871,4.9833,5.0613,4.951,4.9084,4.8986,4.9329,4.9854,5.0382,4.988,5.0112,4.9285,4.8853,4.9157,4.8655,4.9035,5.1998,5.2119,5.0965,5.1099,5.1364,5.1631,5.1965,5.2685,5.0833,5.0669,5.1201,5.122,5.0663,5.0809,5.0883,5.1584,5.0897,4.9853,5.0694,5.0537,4.9498,4.9336,4.9541,5.0186,4.8728,4.998,4.9956,5.0308,5.038
pos_4488,Flumethasone,metab_3842,-,-,HMDB0252336;MJDBOTE0001546,M+CH3OH+H,C22H28F2O5,7.2169,C14479,pos,-,-,-,-,Lipids and lipid-like molecules,Steroids and steroid derivatives,443.2221825,0.108578559,0,41.3,-4.361775935,2135-17-3,Hydroxysteroids,5.5872,5.5045,5.4799,5.4401,5.3133,5.4549,5.4405,5.3895,5.5231,5.4345,5.4785,5.4262,5.3943,5.3927,5.3382,5.4201,5.4541,5.4114,5.3945,5.3101,5.3285,5.4055,5.2937,5.3704,5.8064,5.7956,5.7166,5.723,5.7463,5.7331,5.8153,5.7869,5.6261,5.6766,5.6766,5.7281,5.6108,5.656,5.6389,5.6928,5.6811,5.5986,5.7054,5.6246,5.5732,5.4739,5.5297,5.5286,5.4364,5.5701,5.5243,5.5358,5.5212
pos_4490,2-Amino-6-methoxypurine,metab_3845,-,-,HMDB0245002,M+ACN+H,C6H7N5O,7.2242,-,pos,-,-,-,-,Organoheterocyclic compounds,Imidazopyrimidines,207.098852,0.06479893,0,59.5,-0.202338396,-,Purines and purine derivatives,4.7248,4.7027,4.6836,4.6333,4.5577,4.6773,4.5893,4.6485,4.7074,4.608,4.6941,4.5404,4.5427,4.5783,4.4784,4.5701,4.6757,4.5939,4.5639,4.648,4.5244,4.5774,4.5325,4.5113,4.8818,4.8589,4.6858,4.7419,4.8579,4.8752,4.7937,4.9071,4.8069,4.7206,4.809,4.7915,4.6891,4.7887,4.7027,4.7242,4.6871,4.6425,4.7585,4.5617,4.6077,4.6179,4.5642,4.6457,4.61,4.648,4.6659,4.6486,4.6873
pos_4491,Trihydroxystearic acid,metab_3846,-,-,HMDB0302290,M+H-H2O,C18H36O5,7.2242,-,pos,-,-,-,-,Lipids and lipid-like molecules,Fatty Acyls,315.25275,0.108973034,0,36.4,-0.710261272,-,Fatty acids and conjugates,5.3408,5.2337,5.2302,5.3035,5.1331,5.232,5.2245,5.1565,5.3212,5.2292,5.2727,5.1749,5.1111,5.0731,5.1347,5.1466,5.2286,5.2511,5.2109,5.1464,5.0864,5.1276,5.0857,5.1394,5.4475,5.4691,5.3821,5.3747,5.3598,5.4431,5.448,5.4787,5.3287,5.2889,5.3386,5.3449,5.2997,5.3398,5.3125,5.3903,5.308,5.2773,5.3134,5.297,5.194,5.1872,5.2116,5.2132,5.155,5.2074,5.1994,5.2764,5.2525
pos_4493,4-Methyl-1H-Benzotriazole,metab_3848,-,-,-,M+H,C7H7N3,7.2316,-,pos,-,-,-,-,-,-,134.0712863,0.095215155,95.1,0,0.094604363,-,-,4.9814,4.9455,4.9924,4.9,4.8355,4.9415,4.9003,4.8394,4.9856,4.9691,4.9956,4.9058,4.8453,4.8515,4.8366,4.9024,4.8931,4.8872,4.8814,4.8814,4.8447,4.8363,4.8489,4.8182,5.2006,5.1605,5.0918,5.0908,5.2492,5.1563,5.1985,5.2122,5.1222,5.1165,5.0814,5.1226,5.0047,5.08,5.0541,5.113,5.0608,4.9876,5.1031,5.0299,4.9385,4.9422,4.9411,4.9698,4.874,4.9311,4.983,4.9466,4.9714
pos_4496,"2,6-Diaminopurine 2',3'-dideoxyriboside",metab_3851,-,-,HMDB0250896,M+CH3OH+H,C10H14N6O2,7.2628,-,pos,-,-,-,-,"Nucleosides, nucleotides, and analogues",Purine nucleosides,283.1510536,0.092012856,0,64.7,-1.044657836,-,"Purine 2'',3''-dideoxyribonucleosides",5.6042,5.6021,5.6378,5.6077,5.4936,5.5818,5.5471,5.5098,5.6392,5.6289,5.6329,5.5465,5.4772,5.4445,5.4919,5.5178,5.5922,5.5261,5.5462,5.5353,5.4853,5.4568,5.5046,5.4606,5.7966,5.7852,5.6877,5.6979,5.7958,5.7278,5.7798,5.7766,5.709,5.675,5.7014,5.6892,5.5993,5.662,5.6394,5.7127,5.6642,5.62,5.7173,5.6259,5.5554,5.5584,5.5598,5.596,5.5148,5.5673,5.5917,5.6103,5.6172
pos_4499,Isobutylpropylamine,metab_3854,-,-,HMDB0031244,M+H,C7H17N,7.2706,-,pos,-,-,-,-,Organic nitrogen compounds,Organonitrogen compounds,116.1435266,0.037942736,0,35.9,1.308247806,39190-66-4,Amines,6.2664,6.2249,6.2494,6.143,6.1187,6.1635,6.1637,6.0987,6.2648,6.2492,6.2792,6.1631,6.1603,6.0914,6.0727,6.1481,6.1482,6.1402,6.2026,6.1021,6.1088,6.0954,6.0873,6.1147,6.4638,6.4186,6.4192,6.4097,6.5285,6.4728,6.472,6.4767,6.3966,6.3822,6.3824,6.3842,6.3175,6.3894,6.3271,6.3858,6.3617,6.2709,6.3938,6.325,6.2074,6.2252,6.1881,6.2453,6.2164,6.2572,6.2425,6.2302,6.2223
pos_4517,RIOPROSTIL,metab_3875,-,-,HMDB0257238,M+H-H2O,C21H38O4,7.2782,-,pos,-,-,-,-,Lipids and lipid-like molecules,Fatty Acyls,337.273422,0.113283492,0,37.3,-0.845348853,-,Fatty alcohols,4.2259,4.1523,3.9177,3.5705,4.7461,4.2213,4.4349,4.6006,3.9133,3.3746,4.1544,3.6198,3.9236,3.622,4.0283,4.1223,3.7704,3.757,3.5379,3.7448,3.9108,3.9264,3.8283,3.2464,3.2935,4.6371,4.6292,4.8075,4.4917,4.6785,4.5834,4.1918,4.6997,4.935,4.9001,5.0497,5.0218,4.8174,5.1028,4.6237,5.0391,5.4293,5.4076,5.2502,5.288,5.4371,5.3724,5.3317,4.6763,4.6178,4.7195,4.7517,4.6936
pos_453,Glycylproline,metab_3889,-,-,HMDB0000721,"M+H, M+CH3OH+H, 2M+H",C7H12N2O3,0.7171,-,pos,-,-,-,-,Organic acids and derivatives,Carboxylic acids and derivatives,173.0920626,0.11601509,78.1,0,-0.035207067,704-15-4,"Amino acids, peptides, and analogues",5.3334,5.0674,5.2182,5.3935,5.1433,4.9673,5.0652,5.1218,5.3731,5.6791,5.3467,5.3234,5.3465,5.6063,5.2457,4.8511,4.7685,4.699,4.8155,4.3607,4.2626,4.4896,4.4191,4.5023,5.7494,5.8193,5.8307,5.8656,5.6654,5.624,5.6325,5.5675,5.7886,5.7404,5.8043,5.7009,5.6881,5.7312,5.6888,5.7421,5.4375,5.4289,5.5685,5.451,5.3118,5.3601,5.376,5.2502,5.3121,5.2892,5.1737,5.2542,5.2574
pos_4539,"(2R)-2-Hydroxy-3-[(hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]propyl (9Z,12Z)-octadeca-9,12-dienoate",metab_3899,-,-,HMDB0242155,M+2Na-H,C27H49O12P,7.2861,-,pos,-,-,-,-,Not Available,Not Available,641.2667858,0.216030091,0,57.4,-0.910296603,-,Not Available,4.2767,4.2747,4.3147,4.236,4.392,4.3795,4.3872,4.3872,4.3581,4.4222,4.3528,4.3325,4.3864,4.3427,4.3164,4.2974,4.3035,4.3319,4.3411,4.2705,4.2003,4.2834,4.2452,4.2939,4.341,4.6921,4.9625,4.7667,4.2911,4.3299,4.3349,4.2786,5.0256,5.3641,5.3943,5.2391,4.8825,4.7244,5.192,4.9176,5.5078,5.7116,5.6594,5.6252,5.4744,5.46,5.5581,5.3812,4.7122,4.5669,4.664,4.7828,4.5712
